,RANKING,TEAM,POINTS,GAMES,WINS,DRAWS,LOSSES,GOALS_FOR,GOALS_AGAINST,POINTS_HOME,GAMES_HOME,WINS_HOME,DRAWS_HOME,LOSSES_HOME,GOALS_FOR_HOME,GOALS_AGAINST_HOME,POINTS_AWAY,GAMES_AWAY,WINS_AWAY,DRAWS_AWAY,LOSSES_AWAY,GOALS_FOR_AWAY,GOALS_AGAINST_AWAY,DAY
10,11,Cesena,3.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2
11,12,Udinese,3.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2
12,13,Genoa,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
13,14,Cagliari,1.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2
14,15,Fiorentina,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2
15,16,Palermo,1.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2
16,17,Sassuolo,1.0,2.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,2
17,18,Torino,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2
18,19,Empoli,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2
19,20,Parma,0.0,2.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2
0,1,Roma,9.0,3.0,3.0,0.0,0.0,5.0,0.0,6.0,2.0,2.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3
1,2,Juventus,9.0,3.0,3.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,2.0,2.0,0.0,0.0,2.0,0.0,3
2,3,Hellas Verona,7.0,3.0,2.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,3
3,4,Udinese,6.0,3.0,2.0,0.0,1.0,3.0,2.0,6.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3
4,5,Milan,6.0,3.0,2.0,0.0,1.0,8.0,6.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,5.0,4.0,3
5,6,Sampdoria,5.0,3.0,1.0,2.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,3
6,7,Inter,5.0,3.0,1.0,2.0,0.0,8.0,1.0,3.0,1.0,1.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,3
7,8,Atalanta,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,3
8,9,Genoa,4.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3
9,10,Fiorentina,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,3
10,11,Cesena,4.0,3.0,1.0,1.0,1.0,3.0,5.0,4.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3
11,12,Napoli,3.0,3.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,3
12,13,Parma,3.0,3.0,1.0,0.0,2.0,7.0,8.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,3
13,14,Chievo Verona,3.0,3.0,1.0,0.0,2.0,3.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3
14,15,Lazio,3.0,3.0,1.0,0.0,2.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,3
15,16,Palermo,2.0,3.0,0.0,2.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3
16,17,Sassuolo,2.0,3.0,0.0,2.0,1.0,1.0,8.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,3
17,18,Cagliari,1.0,3.0,0.0,1.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,3
18,19,Empoli,1.0,3.0,0.0,1.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,4.0,3
19,20,Torino,1.0,3.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3
0,1,Roma,12.0,4.0,4.0,0.0,0.0,7.0,1.0,6.0,2.0,2.0,0.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,0.0,3.0,1.0,4
1,2,Juventus,12.0,4.0,4.0,0.0,0.0,7.0,0.0,6.0,2.0,2.0,0.0,0.0,5.0,0.0,6.0,2.0,2.0,0.0,0.0,2.0,0.0,4
2,3,Udinese,9.0,4.0,3.0,0.0,1.0,4.0,2.0,6.0,2.0,2.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,4
3,4,Sampdoria,8.0,4.0,2.0,2.0,0.0,5.0,2.0,6.0,2.0,2.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,4
4,5,Hellas Verona,8.0,4.0,2.0,2.0,0.0,5.0,3.0,4.0,2.0,1.0,1.0,0.0,4.0,3.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,4
5,6,Inter,8.0,4.0,2.0,2.0,0.0,10.0,1.0,6.0,2.0,2.0,0.0,0.0,9.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,4
6,7,Milan,7.0,4.0,2.0,1.0,1.0,10.0,8.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,0.0,7.0,6.0,4
7,8,Fiorentina,5.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,4
8,9,Genoa,5.0,4.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4
9,10,Torino,4.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,4
10,11,Napoli,4.0,4.0,1.0,1.0,2.0,5.0,6.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,4
11,12,Atalanta,4.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,4
12,13,Cesena,4.0,4.0,1.0,1.0,2.0,3.0,8.0,4.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,4
13,14,Palermo,3.0,4.0,0.0,3.0,1.0,6.0,7.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,4.0,5.0,4
14,15,Parma,3.0,4.0,1.0,0.0,3.0,8.0,10.0,0.0,2.0,0.0,0.0,2.0,5.0,7.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,4
15,16,Chievo Verona,3.0,4.0,1.0,0.0,3.0,4.0,6.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,4
16,17,Sassuolo,3.0,4.0,0.0,3.0,1.0,1.0,8.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,7.0,4
17,18,Lazio,3.0,4.0,1.0,0.0,3.0,4.0,5.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,4
18,19,Empoli,2.0,4.0,0.0,2.0,2.0,4.0,7.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,4.0,4
19,20,Cagliari,1.0,4.0,0.0,1.0,3.0,3.0,7.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,4
0,1,Roma,15.0,5.0,5.0,0.0,0.0,9.0,1.0,9.0,3.0,3.0,0.0,0.0,6.0,0.0,6.0,2.0,2.0,0.0,0.0,3.0,1.0,5
1,2,Juventus,15.0,5.0,5.0,0.0,0.0,10.0,0.0,6.0,2.0,2.0,0.0,0.0,5.0,0.0,9.0,3.0,3.0,0.0,0.0,5.0,0.0,5
2,3,Udinese,12.0,5.0,4.0,0.0,1.0,8.0,4.0,9.0,3.0,3.0,0.0,0.0,7.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,5
3,4,Sampdoria,11.0,5.0,3.0,2.0,0.0,6.0,2.0,6.0,2.0,2.0,0.0,0.0,4.0,1.0,5.0,3.0,1.0,2.0,0.0,2.0,1.0,5
4,5,Inter,8.0,5.0,2.0,2.0,1.0,11.0,5.0,6.0,3.0,2.0,0.0,1.0,10.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,5
5,6,Milan,8.0,5.0,2.0,2.0,1.0,11.0,9.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,5.0,3.0,1.0,2.0,0.0,8.0,7.0,5
6,7,Hellas Verona,8.0,5.0,2.0,2.0,1.0,5.0,5.0,4.0,2.0,1.0,1.0,0.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,5
7,8,Napoli,7.0,5.0,2.0,1.0,2.0,6.0,6.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,6.0,3.0,2.0,0.0,1.0,3.0,2.0,5
8,9,Lazio,6.0,5.0,2.0,0.0,3.0,8.0,5.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,1.0,0.0,2.0,5.0,4.0,5
9,10,Fiorentina,6.0,5.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,5
10,11,Genoa,5.0,5.0,1.0,2.0,2.0,4.0,5.0,3.0,3.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5
11,12,Cesena,5.0,5.0,1.0,2.0,2.0,4.0,9.0,5.0,3.0,1.0,2.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,5
12,13,Torino,5.0,5.0,1.0,2.0,2.0,3.0,5.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,5
13,14,Cagliari,4.0,5.0,1.0,1.0,3.0,7.0,8.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,5
14,15,Chievo Verona,4.0,5.0,1.0,1.0,3.0,5.0,7.0,1.0,3.0,0.0,1.0,2.0,3.0,5.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,5
15,16,Atalanta,4.0,5.0,1.0,1.0,3.0,2.0,7.0,1.0,3.0,0.0,1.0,2.0,0.0,4.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,5
16,17,Empoli,3.0,5.0,0.0,3.0,2.0,5.0,8.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,3.0,5.0,5
17,18,Palermo,3.0,5.0,0.0,3.0,2.0,6.0,11.0,2.0,3.0,0.0,2.0,1.0,2.0,6.0,1.0,2.0,0.0,1.0,1.0,4.0,5.0,5
18,19,Parma,3.0,5.0,1.0,0.0,4.0,10.0,14.0,0.0,2.0,0.0,0.0,2.0,5.0,7.0,3.0,3.0,1.0,0.0,2.0,5.0,7.0,5
19,20,Sassuolo,3.0,5.0,0.0,3.0,2.0,1.0,9.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,7.0,5
0,1,Juventus,18.0,6.0,6.0,0.0,0.0,13.0,2.0,9.0,3.0,3.0,0.0,0.0,8.0,2.0,9.0,3.0,3.0,0.0,0.0,5.0,0.0,6
1,2,Roma,15.0,6.0,5.0,0.0,1.0,11.0,4.0,9.0,3.0,3.0,0.0,0.0,6.0,0.0,6.0,3.0,2.0,0.0,1.0,5.0,4.0,6
2,3,Sampdoria,14.0,6.0,4.0,2.0,0.0,7.0,2.0,9.0,3.0,3.0,0.0,0.0,5.0,1.0,5.0,3.0,1.0,2.0,0.0,2.0,1.0,6
3,4,Udinese,13.0,6.0,4.0,1.0,1.0,9.0,5.0,10.0,4.0,3.0,1.0,0.0,8.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,6
4,5,Hellas Verona,11.0,6.0,3.0,2.0,1.0,6.0,5.0,7.0,3.0,2.0,1.0,0.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,6
5,6,Milan,11.0,6.0,3.0,2.0,1.0,13.0,9.0,6.0,3.0,2.0,0.0,1.0,5.0,2.0,5.0,3.0,1.0,2.0,0.0,8.0,7.0,6
6,7,Napoli,10.0,6.0,3.0,1.0,2.0,8.0,7.0,4.0,3.0,1.0,1.0,1.0,5.0,5.0,6.0,3.0,2.0,0.0,1.0,3.0,2.0,6
7,8,Lazio,9.0,6.0,3.0,0.0,3.0,11.0,7.0,6.0,3.0,2.0,0.0,1.0,6.0,3.0,3.0,3.0,1.0,0.0,2.0,5.0,4.0,6
8,9,Fiorentina,9.0,6.0,2.0,3.0,1.0,5.0,3.0,5.0,3.0,1.0,2.0,0.0,3.0,0.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,6
9,10,Inter,8.0,6.0,2.0,2.0,2.0,11.0,8.0,6.0,3.0,2.0,0.0,1.0,10.0,4.0,2.0,3.0,0.0,2.0,1.0,1.0,4.0,6
10,11,Genoa,8.0,6.0,2.0,2.0,2.0,6.0,6.0,3.0,3.0,1.0,0.0,2.0,2.0,3.0,5.0,3.0,1.0,2.0,0.0,4.0,3.0,6
11,12,Empoli,6.0,6.0,1.0,3.0,2.0,8.0,8.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,3.0,0.0,2.0,1.0,3.0,5.0,6
12,13,Cesena,6.0,6.0,1.0,3.0,2.0,5.0,10.0,5.0,3.0,1.0,2.0,0.0,4.0,3.0,1.0,3.0,0.0,1.0,2.0,1.0,7.0,6
13,14,Torino,5.0,6.0,1.0,2.0,3.0,4.0,7.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,5.0,6
14,15,Cagliari,4.0,6.0,1.0,1.0,4.0,7.0,9.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,5.0,5.0,6
15,16,Chievo Verona,4.0,6.0,1.0,1.0,4.0,5.0,9.0,1.0,3.0,0.0,1.0,2.0,3.0,5.0,3.0,3.0,1.0,0.0,2.0,2.0,4.0,6
16,17,Atalanta,4.0,6.0,1.0,1.0,4.0,2.0,8.0,1.0,3.0,0.0,1.0,2.0,0.0,4.0,3.0,3.0,1.0,0.0,2.0,2.0,4.0,6
17,18,Palermo,3.0,6.0,0.0,3.0,3.0,6.0,14.0,2.0,3.0,0.0,2.0,1.0,2.0,6.0,1.0,3.0,0.0,1.0,2.0,4.0,8.0,6
18,19,Parma,3.0,6.0,1.0,0.0,5.0,11.0,16.0,0.0,3.0,0.0,0.0,3.0,6.0,9.0,3.0,3.0,1.0,0.0,2.0,5.0,7.0,6
19,20,Sassuolo,3.0,6.0,0.0,3.0,3.0,3.0,12.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,10.0,6
0,1,Juventus,19.0,7.0,6.0,1.0,0.0,14.0,3.0,9.0,3.0,3.0,0.0,0.0,8.0,2.0,10.0,4.0,3.0,1.0,0.0,6.0,1.0,7
1,2,Roma,18.0,7.0,6.0,0.0,1.0,14.0,4.0,12.0,4.0,4.0,0.0,0.0,9.0,0.0,6.0,3.0,2.0,0.0,1.0,5.0,4.0,7
2,3,Sampdoria,15.0,7.0,4.0,3.0,0.0,9.0,4.0,9.0,3.0,3.0,0.0,0.0,5.0,1.0,6.0,4.0,1.0,3.0,0.0,4.0,3.0,7
3,4,Milan,14.0,7.0,4.0,2.0,1.0,16.0,10.0,6.0,3.0,2.0,0.0,1.0,5.0,2.0,8.0,4.0,2.0,2.0,0.0,11.0,8.0,7
4,5,Udinese,13.0,7.0,4.0,1.0,2.0,9.0,6.0,10.0,4.0,3.0,1.0,0.0,8.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,7
5,6,Lazio,12.0,7.0,4.0,0.0,3.0,13.0,7.0,6.0,3.0,2.0,0.0,1.0,6.0,3.0,6.0,4.0,2.0,0.0,2.0,7.0,4.0,7
6,7,Hellas Verona,11.0,7.0,3.0,2.0,2.0,7.0,8.0,7.0,4.0,2.0,1.0,1.0,6.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,7
7,8,Napoli,11.0,7.0,3.0,2.0,2.0,10.0,9.0,4.0,3.0,1.0,1.0,1.0,5.0,5.0,7.0,4.0,2.0,1.0,1.0,5.0,4.0,7
8,9,Genoa,9.0,7.0,2.0,3.0,2.0,7.0,7.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,1.0,2.0,0.0,4.0,3.0,7
9,10,Inter,9.0,7.0,2.0,3.0,2.0,13.0,10.0,7.0,4.0,2.0,1.0,1.0,12.0,6.0,2.0,3.0,0.0,2.0,1.0,1.0,4.0,7
10,11,Fiorentina,9.0,7.0,2.0,3.0,2.0,5.0,5.0,5.0,4.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,7
11,12,Torino,8.0,7.0,2.0,2.0,3.0,5.0,7.0,5.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,5.0,7
12,13,Empoli,7.0,7.0,1.0,4.0,2.0,9.0,9.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,0.0,3.0,1.0,4.0,6.0,7
13,14,Atalanta,7.0,7.0,2.0,1.0,4.0,3.0,8.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,0.0,2.0,2.0,4.0,7
14,15,Palermo,6.0,7.0,1.0,3.0,3.0,8.0,15.0,5.0,4.0,1.0,2.0,1.0,4.0,7.0,1.0,3.0,0.0,1.0,2.0,4.0,8.0,7
15,16,Cesena,6.0,7.0,1.0,3.0,3.0,6.0,12.0,5.0,3.0,1.0,2.0,0.0,4.0,3.0,1.0,4.0,0.0,1.0,3.0,2.0,9.0,7
16,17,Cagliari,5.0,7.0,1.0,2.0,4.0,9.0,11.0,1.0,3.0,0.0,1.0,2.0,4.0,6.0,4.0,4.0,1.0,1.0,2.0,5.0,5.0,7
17,18,Chievo Verona,4.0,7.0,1.0,1.0,5.0,5.0,12.0,1.0,3.0,0.0,1.0,2.0,3.0,5.0,3.0,4.0,1.0,0.0,3.0,2.0,7.0,7
18,19,Sassuolo,4.0,7.0,0.0,4.0,3.0,4.0,13.0,3.0,4.0,0.0,3.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,2.0,10.0,7
19,20,Parma,3.0,7.0,1.0,0.0,6.0,11.0,17.0,0.0,3.0,0.0,0.0,3.0,6.0,9.0,3.0,4.0,1.0,0.0,3.0,5.0,8.0,7
0,1,Juventus,22.0,8.0,7.0,1.0,0.0,16.0,3.0,12.0,4.0,4.0,0.0,0.0,10.0,2.0,10.0,4.0,3.0,1.0,0.0,6.0,1.0,8
1,2,Roma,19.0,8.0,6.0,1.0,1.0,14.0,4.0,12.0,4.0,4.0,0.0,0.0,9.0,0.0,7.0,4.0,2.0,1.0,1.0,5.0,4.0,8
