,RANKING,TEAM,POINTS,GAMES,WINS,DRAWS,LOSSES,GOALS_FOR,GOALS_AGAINST,POINTS_HOME,GAMES_HOME,WINS_HOME,DRAWS_HOME,LOSSES_HOME,GOALS_FOR_HOME,GOALS_AGAINST_HOME,POINTS_AWAY,GAMES_AWAY,WINS_AWAY,DRAWS_AWAY,LOSSES_AWAY,GOALS_FOR_AWAY,GOALS_AGAINST_AWAY,DAY
11,12,Cagliari,3.0,2.0,1.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2
12,13,Udinese,3.0,2.0,1.0,0.0,1.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2
13,14,Bologna,1.0,2.0,0.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2
14,15,Chievo Verona,1.0,2.0,0.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
15,16,Parma,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2
16,17,Sampdoria,1.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2
17,18,Genoa,0.0,2.0,0.0,0.0,2.0,2.0,7.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2
18,19,Catania,0.0,2.0,0.0,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2
19,20,Sassuolo,0.0,2.0,0.0,0.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2
0,1,Roma,9.0,3.0,3.0,0.0,0.0,8.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,6.0,2.0,2.0,0.0,0.0,5.0,1.0,3
1,2,Napoli,9.0,3.0,3.0,0.0,0.0,9.0,2.0,6.0,2.0,2.0,0.0,0.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0,4.0,2.0,3
2,3,Fiorentina,7.0,3.0,2.0,1.0,0.0,8.0,4.0,4.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,5.0,2.0,3
3,4,Inter,7.0,3.0,2.0,1.0,0.0,6.0,1.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,3
4,5,Juventus,7.0,3.0,2.0,1.0,0.0,6.0,2.0,3.0,1.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,3
5,6,Lazio,6.0,3.0,2.0,0.0,1.0,6.0,5.0,6.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3
6,7,Livorno,6.0,3.0,2.0,0.0,1.0,6.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,4.0,1.0,3
7,8,Hellas Verona,6.0,3.0,2.0,0.0,1.0,4.0,4.0,6.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3
8,9,Torino,4.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3
9,10,Milan,4.0,3.0,1.0,1.0,1.0,6.0,5.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,3
10,11,Udinese,4.0,3.0,1.0,1.0,1.0,5.0,4.0,4.0,2.0,1.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3
11,12,Cagliari,4.0,3.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,4.0,3
12,13,Genoa,3.0,3.0,1.0,0.0,2.0,5.0,7.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,3
13,14,Atalanta,3.0,3.0,1.0,0.0,2.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,3
14,15,Bologna,2.0,3.0,0.0,2.0,1.0,3.0,6.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,3
15,16,Chievo Verona,1.0,3.0,0.0,1.0,2.0,2.0,7.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,3
16,17,Parma,1.0,3.0,0.0,1.0,2.0,2.0,6.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3
17,18,Sampdoria,1.0,3.0,0.0,1.0,2.0,2.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,3
18,19,Catania,0.0,3.0,0.0,0.0,3.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,3
19,20,Sassuolo,0.0,3.0,0.0,0.0,3.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,3
0,1,Roma,12.0,4.0,4.0,0.0,0.0,10.0,1.0,6.0,2.0,2.0,0.0,0.0,5.0,0.0,6.0,2.0,2.0,0.0,0.0,5.0,1.0,4
1,2,Napoli,12.0,4.0,4.0,0.0,0.0,11.0,3.0,6.0,2.0,2.0,0.0,0.0,5.0,0.0,6.0,2.0,2.0,0.0,0.0,6.0,3.0,4
2,3,Fiorentina,10.0,4.0,3.0,1.0,0.0,10.0,4.0,4.0,2.0,1.0,1.0,0.0,3.0,2.0,6.0,2.0,2.0,0.0,0.0,7.0,2.0,4
3,4,Inter,10.0,4.0,3.0,1.0,0.0,13.0,1.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,6.0,2.0,2.0,0.0,0.0,10.0,0.0,4
4,5,Juventus,10.0,4.0,3.0,1.0,0.0,8.0,3.0,6.0,2.0,2.0,0.0,0.0,6.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,4
5,6,Livorno,7.0,4.0,2.0,1.0,1.0,6.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,4.0,1.0,4
6,7,Torino,7.0,4.0,2.0,1.0,1.0,6.0,5.0,4.0,2.0,1.0,1.0,0.0,4.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,4
7,8,Lazio,6.0,4.0,2.0,0.0,2.0,6.0,7.0,6.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,6.0,4
8,9,Hellas Verona,6.0,4.0,2.0,0.0,2.0,5.0,6.0,6.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,5.0,4
9,10,Cagliari,5.0,4.0,1.0,2.0,1.0,6.0,7.0,4.0,2.0,1.0,1.0,0.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,4.0,4
10,11,Milan,4.0,4.0,1.0,1.0,2.0,7.0,7.0,3.0,2.0,1.0,0.0,1.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,4
11,12,Udinese,4.0,4.0,1.0,1.0,2.0,6.0,6.0,4.0,2.0,1.0,1.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,4
12,13,Genoa,4.0,4.0,1.0,1.0,2.0,5.0,7.0,1.0,2.0,0.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,4
13,14,Chievo Verona,4.0,4.0,1.0,1.0,2.0,4.0,8.0,3.0,2.0,1.0,0.0,1.0,4.0,5.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,4
14,15,Atalanta,3.0,4.0,1.0,0.0,3.0,3.0,6.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,4
15,16,Bologna,2.0,4.0,0.0,2.0,2.0,4.0,8.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,4
16,17,Parma,2.0,4.0,0.0,2.0,2.0,2.0,6.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,4
17,18,Sampdoria,2.0,4.0,0.0,2.0,2.0,4.0,8.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,4
18,19,Catania,1.0,4.0,0.0,1.0,3.0,1.0,7.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,4
19,20,Sassuolo,0.0,4.0,0.0,0.0,4.0,1.0,15.0,0.0,2.0,0.0,0.0,2.0,1.0,11.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,4
0,1,Roma,15.0,5.0,5.0,0.0,0.0,12.0,1.0,6.0,2.0,2.0,0.0,0.0,5.0,0.0,9.0,3.0,3.0,0.0,0.0,7.0,1.0,5
1,2,Inter,13.0,5.0,4.0,1.0,0.0,15.0,2.0,7.0,3.0,2.0,1.0,0.0,5.0,2.0,6.0,2.0,2.0,0.0,0.0,10.0,0.0,5
2,3,Napoli,13.0,5.0,4.0,1.0,0.0,12.0,4.0,7.0,3.0,2.0,1.0,0.0,6.0,1.0,6.0,2.0,2.0,0.0,0.0,6.0,3.0,5
3,4,Juventus,13.0,5.0,4.0,1.0,0.0,10.0,4.0,6.0,2.0,2.0,0.0,0.0,6.0,2.0,7.0,3.0,2.0,1.0,0.0,4.0,2.0,5
4,5,Fiorentina,10.0,5.0,3.0,1.0,1.0,11.0,6.0,4.0,2.0,1.0,1.0,0.0,3.0,2.0,6.0,3.0,2.0,0.0,1.0,8.0,4.0,5
5,6,Lazio,9.0,5.0,3.0,0.0,2.0,9.0,8.0,9.0,3.0,3.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,6.0,5
6,7,Torino,8.0,5.0,2.0,2.0,1.0,8.0,7.0,5.0,3.0,1.0,2.0,0.0,6.0,4.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,5
7,8,Livorno,8.0,5.0,2.0,2.0,1.0,7.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,0.0,4.0,1.0,5
8,9,Udinese,7.0,5.0,2.0,1.0,2.0,7.0,6.0,7.0,3.0,2.0,1.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,5
9,10,Hellas Verona,7.0,5.0,2.0,1.0,2.0,7.0,8.0,6.0,2.0,2.0,0.0,0.0,4.0,1.0,1.0,3.0,0.0,1.0,2.0,3.0,7.0,5
10,11,Cagliari,6.0,5.0,1.0,3.0,1.0,7.0,8.0,4.0,2.0,1.0,1.0,0.0,4.0,3.0,2.0,3.0,0.0,2.0,1.0,3.0,5.0,5
11,12,Milan,5.0,5.0,1.0,2.0,2.0,10.0,10.0,3.0,2.0,1.0,0.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,1.0,6.0,7.0,5
12,13,Parma,5.0,5.0,1.0,2.0,2.0,6.0,9.0,4.0,3.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,5
13,14,Genoa,4.0,5.0,1.0,1.0,3.0,5.0,8.0,1.0,2.0,0.0,1.0,1.0,2.0,5.0,3.0,3.0,1.0,0.0,2.0,3.0,3.0,5
14,15,Chievo Verona,4.0,5.0,1.0,1.0,3.0,5.0,10.0,3.0,3.0,1.0,0.0,2.0,5.0,7.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,5
15,16,Bologna,3.0,5.0,0.0,3.0,2.0,7.0,11.0,2.0,3.0,0.0,2.0,1.0,6.0,7.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,5
16,17,Atalanta,3.0,5.0,1.0,0.0,4.0,6.0,10.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,3.0,4.0,8.0,5
17,18,Sampdoria,2.0,5.0,0.0,2.0,3.0,4.0,10.0,0.0,3.0,0.0,0.0,3.0,0.0,6.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,5
18,19,Catania,1.0,5.0,0.0,1.0,4.0,2.0,10.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,2.0,7.0,5
19,20,Sassuolo,1.0,5.0,0.0,1.0,4.0,2.0,16.0,0.0,2.0,0.0,0.0,2.0,1.0,11.0,1.0,3.0,0.0,1.0,2.0,1.0,5.0,5
0,1,Roma,18.0,6.0,6.0,0.0,0.0,17.0,1.0,9.0,3.0,3.0,0.0,0.0,10.0,0.0,9.0,3.0,3.0,0.0,0.0,7.0,1.0,6
1,2,Napoli,16.0,6.0,5.0,1.0,0.0,14.0,4.0,7.0,3.0,2.0,1.0,0.0,6.0,1.0,9.0,3.0,3.0,0.0,0.0,8.0,3.0,6
2,3,Juventus,16.0,6.0,5.0,1.0,0.0,11.0,4.0,6.0,2.0,2.0,0.0,0.0,6.0,2.0,10.0,4.0,3.0,1.0,0.0,5.0,2.0,6
3,4,Inter,14.0,6.0,4.0,2.0,0.0,16.0,3.0,7.0,3.0,2.0,1.0,0.0,5.0,2.0,7.0,3.0,2.0,1.0,0.0,11.0,1.0,6
4,5,Fiorentina,11.0,6.0,3.0,2.0,1.0,13.0,8.0,5.0,3.0,1.0,2.0,0.0,5.0,4.0,6.0,3.0,2.0,0.0,1.0,8.0,4.0,6
5,6,Lazio,10.0,6.0,3.0,1.0,2.0,11.0,10.0,9.0,3.0,3.0,0.0,0.0,8.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,8.0,6
6,7,Hellas Verona,10.0,6.0,3.0,1.0,2.0,9.0,9.0,9.0,3.0,3.0,0.0,0.0,6.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,7.0,6
7,8,Livorno,8.0,6.0,2.0,2.0,2.0,8.0,6.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,6
8,9,Torino,8.0,6.0,2.0,2.0,2.0,8.0,8.0,5.0,4.0,1.0,2.0,1.0,6.0,5.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,6
9,10,Milan,8.0,6.0,2.0,2.0,2.0,11.0,10.0,6.0,3.0,2.0,0.0,1.0,5.0,3.0,2.0,3.0,0.0,2.0,1.0,6.0,7.0,6
10,11,Udinese,7.0,6.0,2.0,1.0,3.0,7.0,8.0,7.0,3.0,2.0,1.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,3.0,2.0,6.0,6
11,12,Cagliari,7.0,6.0,1.0,4.0,1.0,8.0,9.0,5.0,3.0,1.0,2.0,0.0,5.0,4.0,2.0,3.0,0.0,2.0,1.0,3.0,5.0,6
12,13,Parma,6.0,6.0,1.0,3.0,2.0,8.0,11.0,4.0,3.0,1.0,1.0,1.0,5.0,6.0,2.0,3.0,0.0,2.0,1.0,3.0,5.0,6
13,14,Atalanta,6.0,6.0,2.0,0.0,4.0,8.0,10.0,6.0,3.0,2.0,0.0,1.0,4.0,2.0,0.0,3.0,0.0,0.0,3.0,4.0,8.0,6
14,15,Genoa,4.0,6.0,1.0,1.0,4.0,5.0,10.0,1.0,3.0,0.0,1.0,2.0,2.0,7.0,3.0,3.0,1.0,0.0,2.0,3.0,3.0,6
15,16,Chievo Verona,4.0,6.0,1.0,1.0,4.0,5.0,12.0,3.0,3.0,1.0,0.0,2.0,5.0,7.0,1.0,3.0,0.0,1.0,2.0,0.0,5.0,6
16,17,Catania,4.0,6.0,1.0,1.0,4.0,4.0,10.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,3.0,2.0,7.0,6
17,18,Bologna,3.0,6.0,0.0,3.0,3.0,7.0,16.0,2.0,3.0,0.0,2.0,1.0,6.0,7.0,1.0,3.0,0.0,1.0,2.0,1.0,9.0,6
18,19,Sampdoria,2.0,6.0,0.0,2.0,4.0,4.0,11.0,0.0,3.0,0.0,0.0,3.0,0.0,6.0,2.0,3.0,0.0,2.0,1.0,4.0,5.0,6
19,20,Sassuolo,2.0,6.0,0.0,2.0,4.0,4.0,18.0,1.0,3.0,0.0,1.0,2.0,3.0,13.0,1.0,3.0,0.0,1.0,2.0,1.0,5.0,6
0,1,Roma,21.0,7.0,7.0,0.0,0.0,20.0,1.0,9.0,3.0,3.0,0.0,0.0,10.0,0.0,12.0,4.0,4.0,0.0,0.0,10.0,1.0,7
1,2,Napoli,19.0,7.0,6.0,1.0,0.0,18.0,4.0,10.0,4.0,3.0,1.0,0.0,10.0,1.0,9.0,3.0,3.0,0.0,0.0,8.0,3.0,7
2,3,Juventus,19.0,7.0,6.0,1.0,0.0,14.0,6.0,9.0,3.0,3.0,0.0,0.0,9.0,4.0,10.0,4.0,3.0,1.0,0.0,5.0,2.0,7
3,4,Inter,14.0,7.0,4.0,2.0,1.0,16.0,6.0,7.0,4.0,2.0,1.0,1.0,5.0,5.0,7.0,3.0,2.0,1.0,0.0,11.0,1.0,7
4,5,Hellas Verona,13.0,7.0,4.0,1.0,2.0,13.0,10.0,9.0,3.0,3.0,0.0,0.0,6.0,2.0,4.0,4.0,1.0,1.0,2.0,7.0,8.0,7
5,6,Fiorentina,12.0,7.0,3.0,3.0,1.0,13.0,8.0,5.0,3.0,1.0,2.0,0.0,5.0,4.0,7.0,4.0,2.0,1.0,1.0,8.0,4.0,7
6,7,Lazio,11.0,7.0,3.0,2.0,2.0,11.0,10.0,10.0,4.0,3.0,1.0,0.0,8.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,8.0,7
7,8,Udinese,10.0,7.0,3.0,1.0,3.0,9.0,8.0,10.0,4.0,3.0,1.0,0.0,7.0,2.0,0.0,3.0,0.0,0.0,3.0,2.0,6.0,7
8,9,Parma,9.0,7.0,2.0,3.0,2.0,11.0,12.0,7.0,4.0,2.0,1.0,1.0,8.0,7.0,2.0,3.0,0.0,2.0,1.0,3.0,5.0,7
9,10,Torino,9.0,7.0,2.0,3.0,2.0,10.0,10.0,5.0,4.0,1.0,2.0,1.0,6.0,5.0,4.0,3.0,1.0,1.0,1.0,4.0,5.0,7
10,11,Atalanta,9.0,7.0,3.0,0.0,4.0,9.0,10.0,6.0,3.0,2.0,0.0,1.0,4.0,2.0,3.0,4.0,1.0,0.0,3.0,5.0,8.0,7
11,12,Livorno,8.0,7.0,2.0,2.0,3.0,8.0,10.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,5.0,7.0,7
12,13,Milan,8.0,7.0,2.0,2.0,3.0,13.0,13.0,6.0,3.0,2.0,0.0,1.0,5.0,3.0,2.0,4.0,0.0,2.0,2.0,8.0,10.0,7
13,14,Cagliari,7.0,7.0,1.0,4.0,2.0,8.0,11.0,5.0,3.0,1.0,2.0,0.0,5.0,4.0,2.0,4.0,0.0,2.0,2.0,3.0,7.0,7
14,15,Genoa,5.0,7.0,1.0,2.0,4.0,6.0,11.0,1.0,3.0,0.0,1.0,2.0,2.0,7.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,7
15,16,Catania,5.0,7.0,1.0,2.0,4.0,5.0,11.0,5.0,4.0,1.0,2.0,1.0,3.0,4.0,0.0,3.0,0.0,0.0,3.0,2.0,7.0,7
16,17,Chievo Verona,4.0,7.0,1.0,1.0,5.0,5.0,13.0,3.0,4.0,1.0,0.0,3.0,5.0,8.0,1.0,3.0,0.0,1.0,2.0,0.0,5.0,7
17,18,Bologna,3.0,7.0,0.0,3.0,4.0,8.0,20.0,2.0,4.0,0.0,2.0,2.0,7.0,11.0,1.0,3.0,0.0,1.0,2.0,1.0,9.0,7
18,19,Sampdoria,3.0,7.0,0.0,3.0,4.0,6.0,13.0,1.0,4.0,0.0,1.0,3.0,2.0,8.0,2.0,3.0,0.0,2.0,1.0,4.0,5.0,7
19,20,Sassuolo,2.0,7.0,0.0,2.0,5.0,5.0,21.0,1.0,3.0,0.0,1.0,2.0,3.0,13.0,1.0,4.0,0.0,1.0,3.0,2.0,8.0,7
0,1,Roma,24.0,8.0,8.0,0.0,0.0,22.0,1.0,12.0,4.0,4.0,0.0,0.0,12.0,0.0,12.0,4.0,4.0,0.0,0.0,10.0,1.0,8
1,2,Napoli,19.0,8.0,6.0,1.0,1.0,18.0,6.0,10.0,4.0,3.0,1.0,0.0,10.0,1.0,9.0,4.0,3.0,0.0,1.0,8.0,5.0,8
