,RANKING,TEAM,POINTS,GAMES,WINS,DRAWS,LOSSES,GOALS_FOR,GOALS_AGAINST,POINTS_HOME,GAMES_HOME,WINS_HOME,DRAWS_HOME,LOSSES_HOME,GOALS_FOR_HOME,GOALS_AGAINST_HOME,POINTS_AWAY,GAMES_AWAY,WINS_AWAY,DRAWS_AWAY,LOSSES_AWAY,GOALS_FOR_AWAY,GOALS_AGAINST_AWAY,DAY
14,15,Fiorentina,1.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2
15,16,Reggina,1.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2
16,17,Roma,1.0,2.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2
17,18,Sampdoria,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2
18,19,Milan,0.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2
19,20,Cagliari,0.0,2.0,0.0,0.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2
0,1,Inter,7.0,3.0,2.0,1.0,0.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0,2.0,3
1,2,Juventus,7.0,3.0,2.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,3
2,3,Atalanta,6.0,3.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,3
3,4,Catania,6.0,3.0,2.0,0.0,1.0,3.0,2.0,6.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3
4,5,Palermo,6.0,3.0,2.0,0.0,1.0,6.0,5.0,6.0,2.0,2.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3
5,6,Lazio,6.0,3.0,2.0,0.0,1.0,7.0,5.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,5.0,5.0,3
6,7,Napoli,5.0,3.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,3
7,8,Torino,4.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,1.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3
8,9,Siena,4.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,3
9,10,Roma,4.0,3.0,1.0,1.0,1.0,5.0,4.0,4.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3
10,11,Lecce,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3
11,12,Fiorentina,4.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3
12,13,Chievo Verona,4.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,3
13,14,Udinese,4.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3
14,15,Milan,3.0,3.0,1.0,0.0,2.0,5.0,5.0,3.0,2.0,1.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3
15,16,Bologna,3.0,3.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,3
16,17,Genoa,3.0,3.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,3
17,18,Sampdoria,2.0,3.0,0.0,2.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3
18,19,Reggina,1.0,3.0,0.0,1.0,2.0,2.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,5.0,3
19,20,Cagliari,0.0,3.0,0.0,0.0,3.0,1.0,7.0,0.0,2.0,0.0,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3
0,1,Inter,10.0,4.0,3.0,1.0,0.0,7.0,3.0,6.0,2.0,2.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0,2.0,4
1,2,Atalanta,9.0,4.0,3.0,0.0,1.0,3.0,1.0,6.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,4
2,3,Lazio,9.0,4.0,3.0,0.0,1.0,10.0,5.0,6.0,2.0,2.0,0.0,0.0,5.0,0.0,3.0,2.0,1.0,0.0,1.0,5.0,5.0,4
3,4,Napoli,8.0,4.0,2.0,2.0,0.0,5.0,3.0,6.0,2.0,2.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,4
4,5,Juventus,8.0,4.0,2.0,2.0,0.0,4.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,4
5,6,Udinese,7.0,4.0,2.0,1.0,1.0,6.0,2.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,4
6,7,Catania,7.0,4.0,2.0,1.0,1.0,4.0,3.0,6.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,4
7,8,Genoa,6.0,4.0,2.0,0.0,2.0,6.0,4.0,6.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,4
8,9,Milan,6.0,4.0,2.0,0.0,2.0,7.0,6.0,3.0,2.0,1.0,0.0,1.0,5.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,4
9,10,Palermo,6.0,4.0,2.0,0.0,2.0,7.0,7.0,6.0,2.0,2.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,5.0,4
10,11,Chievo Verona,5.0,4.0,1.0,2.0,1.0,4.0,5.0,4.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,4
11,12,Siena,5.0,4.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,4
12,13,Torino,5.0,4.0,1.0,2.0,1.0,6.0,5.0,3.0,2.0,1.0,0.0,1.0,4.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4
13,14,Fiorentina,4.0,4.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,5.0,4
14,15,Roma,4.0,4.0,1.0,1.0,2.0,6.0,7.0,4.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,6.0,4
15,16,Lecce,4.0,4.0,1.0,1.0,2.0,3.0,5.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,4
16,17,Bologna,3.0,4.0,1.0,0.0,3.0,2.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,4
17,18,Sampdoria,3.0,4.0,0.0,3.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,4
18,19,Reggina,1.0,4.0,0.0,1.0,3.0,3.0,8.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,5.0,4
19,20,Cagliari,0.0,4.0,0.0,0.0,4.0,1.0,8.0,0.0,2.0,0.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,4
0,1,Lazio,12.0,5.0,4.0,0.0,1.0,13.0,6.0,6.0,2.0,2.0,0.0,0.0,5.0,0.0,6.0,3.0,2.0,0.0,1.0,8.0,6.0,5
1,2,Napoli,11.0,5.0,3.0,2.0,0.0,6.0,3.0,6.0,2.0,2.0,0.0,0.0,4.0,2.0,5.0,3.0,1.0,2.0,0.0,2.0,1.0,5
2,3,Udinese,10.0,5.0,3.0,1.0,1.0,8.0,3.0,7.0,3.0,2.0,1.0,0.0,5.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,5
3,4,Catania,10.0,5.0,3.0,1.0,1.0,5.0,3.0,9.0,3.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,5
4,5,Inter,10.0,5.0,3.0,1.0,1.0,7.0,4.0,6.0,2.0,2.0,0.0,0.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,5
5,6,Juventus,9.0,5.0,2.0,3.0,0.0,4.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,5.0,3.0,1.0,2.0,0.0,2.0,1.0,5
6,7,Palermo,9.0,5.0,3.0,0.0,2.0,8.0,7.0,9.0,3.0,3.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,5.0,5
7,8,Milan,9.0,5.0,3.0,0.0,2.0,8.0,6.0,6.0,3.0,2.0,0.0,1.0,6.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,5
8,9,Atalanta,9.0,5.0,3.0,0.0,2.0,3.0,3.0,6.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,5
9,10,Fiorentina,7.0,5.0,2.0,1.0,2.0,4.0,6.0,7.0,3.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,5.0,5
10,11,Roma,7.0,5.0,2.0,1.0,2.0,8.0,7.0,7.0,3.0,2.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,6.0,5
11,12,Lecce,7.0,5.0,2.0,1.0,2.0,5.0,5.0,7.0,3.0,2.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,5
12,13,Genoa,6.0,5.0,2.0,0.0,3.0,6.0,5.0,6.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,4.0,5
13,14,Chievo Verona,5.0,5.0,1.0,2.0,2.0,4.0,6.0,4.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,4.0,5
14,15,Siena,5.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,4.0,5
15,16,Torino,5.0,5.0,1.0,2.0,2.0,7.0,8.0,3.0,3.0,1.0,0.0,2.0,5.0,6.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5
16,17,Sampdoria,4.0,5.0,0.0,4.0,1.0,2.0,4.0,3.0,3.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,5
17,18,Bologna,3.0,5.0,1.0,0.0,4.0,2.0,7.0,0.0,3.0,0.0,0.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,5
18,19,Reggina,1.0,5.0,0.0,1.0,4.0,3.0,9.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,3.0,1.0,6.0,5
19,20,Cagliari,0.0,5.0,0.0,0.0,5.0,1.0,10.0,0.0,2.0,0.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,5.0,5
0,1,Udinese,13.0,6.0,4.0,1.0,1.0,10.0,3.0,10.0,4.0,3.0,1.0,0.0,7.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,6
1,2,Inter,13.0,6.0,4.0,1.0,1.0,9.0,5.0,9.0,3.0,3.0,0.0,0.0,5.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,6
2,3,Lazio,13.0,6.0,4.0,1.0,1.0,14.0,7.0,7.0,3.0,2.0,1.0,0.0,6.0,1.0,6.0,3.0,2.0,0.0,1.0,8.0,6.0,6
3,4,Palermo,12.0,6.0,4.0,0.0,2.0,10.0,8.0,9.0,3.0,3.0,0.0,0.0,6.0,2.0,3.0,3.0,1.0,0.0,2.0,4.0,6.0,6
4,5,Atalanta,12.0,6.0,4.0,0.0,2.0,7.0,5.0,9.0,3.0,3.0,0.0,0.0,6.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,6
5,6,Catania,11.0,6.0,3.0,2.0,1.0,6.0,4.0,9.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,2.0,1.0,3.0,4.0,6
6,7,Napoli,11.0,6.0,3.0,2.0,1.0,8.0,6.0,6.0,2.0,2.0,0.0,0.0,4.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,4.0,6
7,8,Fiorentina,10.0,6.0,3.0,1.0,2.0,6.0,6.0,7.0,3.0,2.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,0.0,2.0,3.0,5.0,6
8,9,Milan,10.0,6.0,3.0,1.0,2.0,8.0,6.0,6.0,3.0,2.0,0.0,1.0,6.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,6
9,10,Genoa,9.0,6.0,3.0,0.0,3.0,9.0,7.0,9.0,3.0,3.0,0.0,0.0,8.0,3.0,0.0,3.0,0.0,0.0,3.0,1.0,4.0,6
10,11,Juventus,9.0,6.0,2.0,3.0,1.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,2.0,0.0,2.0,1.0,6
11,12,Siena,8.0,6.0,2.0,2.0,2.0,5.0,4.0,7.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,4.0,6
12,13,Lecce,8.0,6.0,2.0,2.0,2.0,6.0,6.0,7.0,3.0,2.0,1.0,0.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,5.0,6
13,14,Roma,7.0,6.0,2.0,1.0,3.0,8.0,8.0,7.0,3.0,2.0,1.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0,7.0,6
14,15,Chievo Verona,5.0,6.0,1.0,2.0,3.0,4.0,8.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,4.0,6
15,16,Torino,5.0,6.0,1.0,2.0,3.0,7.0,10.0,3.0,3.0,1.0,0.0,2.0,5.0,6.0,2.0,3.0,0.0,2.0,1.0,2.0,4.0,6
16,17,Sampdoria,4.0,6.0,0.0,4.0,2.0,4.0,8.0,3.0,3.0,0.0,3.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,6.0,6
17,18,Bologna,3.0,6.0,1.0,0.0,5.0,3.0,9.0,0.0,3.0,0.0,0.0,3.0,0.0,5.0,3.0,3.0,1.0,0.0,2.0,3.0,4.0,6
18,19,Reggina,2.0,6.0,0.0,2.0,4.0,4.0,10.0,2.0,3.0,0.0,2.0,1.0,3.0,4.0,0.0,3.0,0.0,0.0,3.0,1.0,6.0,6
19,20,Cagliari,1.0,6.0,0.0,1.0,5.0,1.0,10.0,1.0,3.0,0.0,1.0,2.0,1.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,5.0,6
0,1,Inter,16.0,7.0,5.0,1.0,1.0,13.0,5.0,9.0,3.0,3.0,0.0,0.0,5.0,2.0,7.0,4.0,2.0,1.0,1.0,8.0,3.0,7
1,2,Udinese,14.0,7.0,4.0,2.0,1.0,12.0,5.0,10.0,4.0,3.0,1.0,0.0,7.0,2.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,7
2,3,Napoli,14.0,7.0,4.0,2.0,1.0,10.0,7.0,9.0,3.0,3.0,0.0,0.0,6.0,3.0,5.0,4.0,1.0,2.0,1.0,4.0,4.0,7
3,4,Catania,14.0,7.0,4.0,2.0,1.0,8.0,4.0,12.0,4.0,4.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,2.0,1.0,3.0,4.0,7
4,5,Milan,13.0,7.0,4.0,1.0,2.0,11.0,6.0,9.0,4.0,3.0,0.0,1.0,9.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,7
5,6,Lazio,13.0,7.0,4.0,1.0,2.0,15.0,10.0,7.0,3.0,2.0,1.0,0.0,6.0,1.0,6.0,4.0,2.0,0.0,2.0,9.0,9.0,7
6,7,Atalanta,13.0,7.0,4.0,1.0,2.0,8.0,6.0,9.0,3.0,3.0,0.0,0.0,6.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,7
7,8,Fiorentina,13.0,7.0,4.0,1.0,2.0,9.0,6.0,10.0,4.0,3.0,1.0,0.0,6.0,1.0,3.0,3.0,1.0,0.0,2.0,3.0,5.0,7
8,9,Genoa,12.0,7.0,4.0,0.0,3.0,10.0,7.0,12.0,4.0,4.0,0.0,0.0,9.0,3.0,0.0,3.0,0.0,0.0,3.0,1.0,4.0,7
9,10,Palermo,12.0,7.0,4.0,0.0,3.0,10.0,10.0,9.0,3.0,3.0,0.0,0.0,6.0,2.0,3.0,4.0,1.0,0.0,3.0,4.0,8.0,7
10,11,Juventus,9.0,7.0,2.0,3.0,2.0,6.0,6.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,4.0,1.0,2.0,1.0,3.0,3.0,7
11,12,Lecce,9.0,7.0,2.0,3.0,2.0,8.0,8.0,8.0,4.0,2.0,2.0,0.0,7.0,3.0,1.0,3.0,0.0,1.0,2.0,1.0,5.0,7
12,13,Siena,8.0,7.0,2.0,2.0,3.0,5.0,5.0,7.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0,4.0,0.0,1.0,3.0,2.0,5.0,7
13,14,Roma,7.0,7.0,2.0,1.0,4.0,8.0,12.0,7.0,4.0,2.0,1.0,1.0,6.0,5.0,0.0,3.0,0.0,0.0,3.0,2.0,7.0,7
14,15,Bologna,6.0,7.0,2.0,0.0,5.0,6.0,10.0,3.0,4.0,1.0,0.0,3.0,3.0,6.0,3.0,3.0,1.0,0.0,2.0,3.0,4.0,7
15,16,Chievo Verona,6.0,7.0,1.0,3.0,3.0,5.0,9.0,5.0,4.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,0.0,1.0,2.0,1.0,4.0,7
16,17,Torino,5.0,7.0,1.0,2.0,4.0,7.0,11.0,3.0,4.0,1.0,0.0,3.0,5.0,7.0,2.0,3.0,0.0,2.0,1.0,2.0,4.0,7
17,18,Cagliari,4.0,7.0,1.0,1.0,5.0,2.0,10.0,1.0,3.0,0.0,1.0,2.0,1.0,5.0,3.0,4.0,1.0,0.0,3.0,1.0,5.0,7
18,19,Sampdoria,4.0,7.0,0.0,4.0,3.0,4.0,11.0,3.0,3.0,0.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,1.0,3.0,2.0,9.0,7
19,20,Reggina,2.0,7.0,0.0,2.0,5.0,4.0,13.0,2.0,3.0,0.0,2.0,1.0,3.0,4.0,0.0,4.0,0.0,0.0,4.0,1.0,9.0,7
0,1,Udinese,17.0,8.0,5.0,2.0,1.0,15.0,6.0,13.0,5.0,4.0,1.0,0.0,10.0,3.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,8
1,2,Inter,17.0,8.0,5.0,2.0,1.0,13.0,5.0,10.0,4.0,3.0,1.0,0.0,5.0,2.0,7.0,4.0,2.0,1.0,1.0,8.0,3.0,8
