,DAY,DATE,HOME_TEAM,AWAY_TEAM,HOME_GOALS,AWAY_GOALS
43,5,2013-09-25,Livorno,Cagliari,1,1
44,5,2013-09-25,Napoli,Sassuolo,1,1
45,5,2013-09-25,Parma,Atalanta,4,3
46,5,2013-09-25,Torino,Hellas Verona,2,2
47,5,2013-09-25,Inter,Fiorentina,2,1
48,5,2013-09-25,Bologna,Milan,3,3
49,5,2013-09-25,Udinese,Genoa,1,0
50,6,2013-09-29,Catania,Chievo Verona,2,0
51,6,2013-09-29,Genoa,Napoli,0,2
52,6,2013-09-29,Milan,Sampdoria,1,0
53,6,2013-09-29,Torino,Juventus,0,1
54,6,2013-09-29,Atalanta,Udinese,2,0
55,6,2013-09-29,Cagliari,Inter,1,1
56,6,2013-09-29,Hellas Verona,Livorno,2,1
57,6,2013-09-29,Sassuolo,Lazio,2,2
58,6,2013-09-29,Roma,Bologna,5,0
59,6,2013-09-29,Fiorentina,Parma,2,2
60,7,2013-10-06,Juventus,Milan,3,2
61,7,2013-10-06,Inter,Roma,0,3
62,7,2013-10-06,Lazio,Fiorentina,0,0
63,7,2013-10-06,Udinese,Cagliari,2,0
64,7,2013-10-06,Sampdoria,Torino,2,2
65,7,2013-10-06,Napoli,Livorno,4,0
66,7,2013-10-06,Chievo Verona,Atalanta,0,1
67,7,2013-10-06,Bologna,Hellas Verona,1,4
68,7,2013-10-06,Parma,Sassuolo,3,1
69,7,2013-10-06,Catania,Genoa,1,1
70,8,2013-10-20,Torino,Inter,3,3
71,8,2013-10-20,Sassuolo,Bologna,2,1
72,8,2013-10-20,Cagliari,Catania,2,1
73,8,2013-10-20,Livorno,Sampdoria,1,2
74,8,2013-10-20,Milan,Udinese,1,0
75,8,2013-10-20,Hellas Verona,Parma,3,2
76,8,2013-10-20,Atalanta,Lazio,2,1
77,8,2013-10-20,Roma,Napoli,2,0
78,8,2013-10-20,Fiorentina,Juventus,4,2
79,8,2013-10-20,Genoa,Chievo Verona,2,1
80,9,2013-10-27,Udinese,Roma,0,1
81,9,2013-10-27,Sampdoria,Atalanta,1,0
82,9,2013-10-27,Inter,Hellas Verona,4,2
83,9,2013-10-27,Napoli,Torino,2,0
84,9,2013-10-27,Bologna,Livorno,1,0
85,9,2013-10-27,Catania,Sassuolo,0,0
86,9,2013-10-27,Chievo Verona,Fiorentina,1,2
87,9,2013-10-27,Juventus,Genoa,2,0
88,9,2013-10-27,Parma,Milan,3,2
89,9,2013-10-27,Lazio,Cagliari,2,0
90,10,2013-10-30,Roma,Chievo Verona,1,0
91,10,2013-10-30,Livorno,Torino,3,3
92,10,2013-10-30,Juventus,Catania,4,0
93,10,2013-10-30,Hellas Verona,Sampdoria,2,0
94,10,2013-10-30,Cagliari,Bologna,0,3
95,10,2013-10-30,Fiorentina,Napoli,1,2
96,10,2013-10-30,Atalanta,Inter,1,1
97,10,2013-10-30,Milan,Lazio,1,1
98,10,2013-10-30,Genoa,Parma,1,0
99,10,2013-10-30,Sassuolo,Udinese,1,2
100,11,2013-11-03,Torino,Roma,1,1
101,11,2013-11-03,Bologna,Chievo Verona,0,0
102,11,2013-11-03,Sampdoria,Sassuolo,3,4
103,11,2013-11-03,Hellas Verona,Cagliari,2,1
104,11,2013-11-03,Parma,Juventus,0,1
105,11,2013-11-03,Livorno,Atalanta,1,0
106,11,2013-11-03,Milan,Fiorentina,0,2
107,11,2013-11-03,Udinese,Inter,0,3
108,11,2013-11-03,Napoli,Catania,2,1
109,11,2013-11-03,Lazio,Genoa,0,2
110,12,2013-11-10,Juventus,Napoli,3,0
111,12,2013-11-10,Inter,Livorno,2,0
112,12,2013-11-10,Fiorentina,Sampdoria,2,1
113,12,2013-11-10,Roma,Sassuolo,1,1
114,12,2013-11-10,Atalanta,Bologna,2,1
115,12,2013-11-10,Genoa,Hellas Verona,2,0
116,12,2013-11-10,Parma,Lazio,1,1
117,12,2013-11-10,Chievo Verona,Milan,0,0
118,12,2013-11-10,Cagliari,Torino,2,1
119,12,2013-11-10,Catania,Udinese,1,0
120,13,2013-11-24,Napoli,Parma,0,1
121,13,2013-11-24,Sampdoria,Lazio,1,1
122,13,2013-11-24,Sassuolo,Atalanta,2,0
123,13,2013-11-24,Milan,Genoa,1,1
124,13,2013-11-24,Torino,Catania,4,1
125,13,2013-11-24,Udinese,Fiorentina,1,0
126,13,2013-11-24,Livorno,Juventus,0,2
127,13,2013-11-24,Roma,Cagliari,0,0
128,13,2013-11-24,Bologna,Inter,1,1
129,13,2013-11-24,Hellas Verona,Chievo Verona,0,1
130,14,2013-12-01,Atalanta,Roma,1,1
131,14,2013-12-01,Juventus,Udinese,1,0
132,14,2013-12-01,Cagliari,Sassuolo,2,2
133,14,2013-12-01,Fiorentina,Hellas Verona,4,3
134,14,2013-12-01,Parma,Bologna,1,1
135,14,2013-12-01,Inter,Sampdoria,1,1
136,14,2013-12-01,Catania,Milan,1,3
137,14,2013-12-01,Chievo Verona,Livorno,3,0
138,14,2013-12-01,Lazio,Napoli,2,4
139,14,2013-12-01,Genoa,Torino,1,1
140,15,2013-12-08,Inter,Parma,3,3
141,15,2013-12-08,Torino,Lazio,1,0
142,15,2013-12-08,Livorno,Milan,2,2
143,15,2013-12-08,Hellas Verona,Atalanta,2,1
144,15,2013-12-08,Napoli,Udinese,3,3
145,15,2013-12-08,Sassuolo,Chievo Verona,0,1
146,15,2013-12-08,Roma,Fiorentina,2,1
147,15,2013-12-08,Cagliari,Genoa,2,1
148,15,2013-12-08,Sampdoria,Catania,2,0
149,15,2013-12-08,Bologna,Juventus,0,2
150,16,2013-12-15,Parma,Cagliari,0,0
151,16,2013-12-15,Chievo Verona,Sampdoria,0,1
152,16,2013-12-15,Genoa,Atalanta,1,1
153,16,2013-12-15,Catania,Hellas Verona,0,0
154,16,2013-12-15,Lazio,Livorno,2,0
155,16,2013-12-15,Fiorentina,Bologna,3,0
156,16,2013-12-15,Udinese,Torino,0,2
157,16,2013-12-15,Juventus,Sassuolo,4,0
158,16,2013-12-15,Napoli,Inter,4,2
159,16,2013-12-15,Milan,Roma,2,2
160,17,2013-12-22,Cagliari,Napoli,1,1
161,17,2013-12-22,Livorno,Udinese,1,2
162,17,2013-12-22,Torino,Chievo Verona,4,1
163,17,2013-12-22,Inter,Milan,1,0
164,17,2013-12-22,Roma,Catania,4,0
165,17,2013-12-22,Hellas Verona,Lazio,4,1
166,17,2013-12-22,Atalanta,Juventus,1,4
167,17,2013-12-22,Bologna,Genoa,1,0
168,17,2013-12-22,Sassuolo,Fiorentina,0,1
169,17,2013-12-22,Sampdoria,Parma,1,1
170,18,2014-01-06,Milan,Atalanta,3,0
171,18,2014-01-06,Lazio,Inter,1,0
172,18,2014-01-06,Udinese,Hellas Verona,1,3
173,18,2014-01-06,Parma,Torino,3,1
174,18,2014-01-06,Juventus,Roma,3,0
175,18,2014-01-06,Catania,Bologna,2,0
176,18,2014-01-06,Napoli,Sampdoria,2,0
177,18,2014-01-06,Fiorentina,Livorno,1,0
178,18,2014-01-06,Chievo Verona,Cagliari,0,0
179,18,2014-01-06,Genoa,Sassuolo,2,0
180,19,2014-01-12,Inter,Chievo Verona,1,1
181,19,2014-01-12,Bologna,Lazio,0,0
182,19,2014-01-12,Torino,Fiorentina,0,0
183,19,2014-01-12,Atalanta,Catania,2,1
184,19,2014-01-12,Cagliari,Juventus,1,4
185,19,2014-01-12,Hellas Verona,Napoli,0,3
186,19,2014-01-12,Livorno,Parma,0,3
187,19,2014-01-12,Roma,Genoa,4,0
188,19,2014-01-12,Sassuolo,Milan,4,3
189,19,2014-01-12,Sampdoria,Udinese,3,0
190,20,2014-01-19,Milan,Hellas Verona,1,0
191,20,2014-01-19,Sassuolo,Torino,0,2
192,20,2014-01-19,Juventus,Sampdoria,4,2
193,20,2014-01-19,Bologna,Napoli,2,2
194,20,2014-01-19,Genoa,Inter,1,0
195,20,2014-01-19,Atalanta,Cagliari,1,0
196,20,2014-01-19,Chievo Verona,Parma,1,2
197,20,2014-01-19,Udinese,Lazio,2,3
198,20,2014-01-19,Catania,Fiorentina,0,3
199,20,2014-01-19,Roma,Livorno,3,0
200,21,2014-01-26,Livorno,Sassuolo,3,1
201,21,2014-01-26,Cagliari,Milan,1,2
202,21,2014-01-26,Inter,Catania,0,0
203,21,2014-01-26,Sampdoria,Bologna,1,1
204,21,2014-01-26,Napoli,Chievo Verona,1,1
205,21,2014-01-26,Torino,Atalanta,1,0
206,21,2014-01-26,Fiorentina,Genoa,3,3
207,21,2014-01-26,Parma,Udinese,1,0
208,21,2014-01-26,Lazio,Juventus,1,1
209,21,2014-01-26,Hellas Verona,Roma,1,3
210,22,2014-02-02,Juventus,Inter,3,1
211,22,2014-02-02,Atalanta,Napoli,3,0
212,22,2014-02-02,Roma,Parma,4,2
213,22,2014-02-02,Milan,Torino,1,1
214,22,2014-02-02,Genoa,Sampdoria,0,1
215,22,2014-02-02,Cagliari,Fiorentina,1,0
216,22,2014-02-02,Bologna,Udinese,0,2
217,22,2014-02-02,Catania,Livorno,3,3
218,22,2014-02-02,Chievo Verona,Lazio,0,2
219,22,2014-02-02,Sassuolo,Hellas Verona,1,2
220,23,2014-02-09,Livorno,Genoa,0,1
221,23,2014-02-09,Inter,Sassuolo,1,0
222,23,2014-02-09,Fiorentina,Atalanta,2,0
223,23,2014-02-09,Udinese,Chievo Verona,3,0
224,23,2014-02-09,Sampdoria,Cagliari,1,0
225,23,2014-02-09,Lazio,Roma,0,0
226,23,2014-02-09,Parma,Catania,0,0
227,23,2014-02-09,Hellas Verona,Juventus,2,2
228,23,2014-02-09,Napoli,Milan,3,1
229,23,2014-02-09,Torino,Bologna,1,2
230,24,2014-02-16,Fiorentina,Inter,1,2
231,24,2014-02-16,Hellas Verona,Torino,1,3
232,24,2014-02-16,Roma,Sampdoria,3,0
233,24,2014-02-16,Atalanta,Parma,0,4
234,24,2014-02-16,Sassuolo,Napoli,0,2
235,24,2014-02-16,Genoa,Udinese,3,3
236,24,2014-02-16,Cagliari,Livorno,1,2
237,24,2014-02-16,Catania,Lazio,3,1
238,24,2014-02-16,Juventus,Chievo Verona,3,1
239,24,2014-02-16,Milan,Bologna,1,0
240,25,2014-02-23,Lazio,Sassuolo,3,2
241,25,2014-02-23,Inter,Cagliari,1,1
242,25,2014-02-23,Napoli,Genoa,1,1
243,25,2014-02-23,Livorno,Hellas Verona,2,3
244,25,2014-02-23,Sampdoria,Milan,0,2
245,25,2014-02-23,Juventus,Torino,1,0
246,25,2014-02-23,Chievo Verona,Catania,2,0
247,25,2014-02-23,Udinese,Atalanta,1,1
248,25,2014-02-23,Parma,Fiorentina,2,2
249,25,2014-02-23,Bologna,Roma,0,1
250,26,2014-03-02,Fiorentina,Lazio,0,1
251,26,2014-03-02,Hellas Verona,Bologna,0,0
252,26,2014-03-02,Milan,Juventus,0,2
253,26,2014-03-02,Torino,Sampdoria,0,2
254,26,2014-03-02,Atalanta,Chievo Verona,2,1
255,26,2014-03-02,Roma,Inter,0,0
256,26,2014-03-02,Livorno,Napoli,1,1
257,26,2014-03-02,Sassuolo,Parma,0,1
258,26,2014-03-02,Cagliari,Udinese,3,0
259,26,2014-03-02,Genoa,Catania,2,0
260,27,2014-03-09,Juventus,Fiorentina,1,0
261,27,2014-03-09,Bologna,Sassuolo,0,0
262,27,2014-03-09,Lazio,Atalanta,0,1
263,27,2014-03-09,Sampdoria,Livorno,4,2
264,27,2014-03-09,Catania,Cagliari,1,1
265,27,2014-03-09,Parma,Hellas Verona,2,0
266,27,2014-03-09,Udinese,Milan,1,0
267,27,2014-03-09,Chievo Verona,Genoa,2,1
268,27,2014-03-09,Napoli,Roma,1,0
269,27,2014-03-09,Inter,Torino,1,0
270,28,2014-03-16,Cagliari,Lazio,0,2
271,28,2014-03-16,Torino,Napoli,0,1
272,28,2014-03-16,Livorno,Bologna,2,1
273,28,2014-03-16,Sassuolo,Catania,3,1
274,28,2014-03-16,Fiorentina,Chievo Verona,3,1
275,28,2014-03-16,Genoa,Juventus,0,1
276,28,2014-03-16,Milan,Parma,2,4
277,28,2014-03-16,Roma,Udinese,3,2
278,28,2014-03-16,Atalanta,Sampdoria,3,0
279,28,2014-03-16,Hellas Verona,Inter,0,2
280,29,2014-03-23,Sampdoria,Hellas Verona,5,0
281,29,2014-03-23,Parma,Genoa,1,1
282,29,2014-03-23,Lazio,Milan,1,1
283,29,2014-03-23,Chievo Verona,Roma,0,2
284,29,2014-03-23,Torino,Livorno,3,1
285,29,2014-03-23,Catania,Juventus,0,1
286,29,2014-03-23,Napoli,Fiorentina,0,1
287,29,2014-03-23,Udinese,Sassuolo,1,0
288,29,2014-03-23,Bologna,Cagliari,1,0
289,29,2014-03-23,Inter,Atalanta,1,2
290,30,2014-03-26,Inter,Udinese,0,0
291,30,2014-03-26,Chievo Verona,Bologna,3,0
292,30,2014-03-26,Juventus,Parma,2,1
293,30,2014-03-26,Roma,Torino,2,1
294,30,2014-03-26,Sassuolo,Sampdoria,1,2
295,30,2014-03-26,Genoa,Lazio,2,0
296,30,2014-03-26,Fiorentina,Milan,0,2
297,30,2014-03-26,Catania,Napoli,2,4
298,30,2014-03-26,Atalanta,Livorno,2,0
299,30,2014-03-26,Cagliari,Hellas Verona,1,0
300,31,2014-03-30,Sampdoria,Fiorentina,0,0
301,31,2014-03-30,Livorno,Inter,2,2
302,31,2014-03-30,Sassuolo,Roma,0,2
303,31,2014-03-30,Hellas Verona,Genoa,3,0
304,31,2014-03-30,Lazio,Parma,3,2
305,31,2014-03-30,Bologna,Atalanta,0,2
306,31,2014-03-30,Napoli,Juventus,2,0
307,31,2014-03-30,Udinese,Catania,1,0
308,31,2014-03-30,Torino,Cagliari,2,1
309,31,2014-03-30,Milan,Chievo Verona,3,0
310,32,2014-04-06,Catania,Torino,1,2
311,32,2014-04-06,Lazio,Sampdoria,2,0
312,32,2014-04-06,Juventus,Livorno,2,0
313,32,2014-04-06,Fiorentina,Udinese,2,1
314,32,2014-04-06,Parma,Napoli,1,0
315,32,2014-04-06,Inter,Bologna,2,2
316,32,2014-04-06,Genoa,Milan,1,2
317,32,2014-04-06,Cagliari,Roma,1,3
318,32,2014-04-06,Chievo Verona,Hellas Verona,0,1
319,32,2014-04-06,Atalanta,Sassuolo,0,2
320,33,2014-04-13,Hellas Verona,Fiorentina,3,5
321,33,2014-04-13,Udinese,Juventus,0,2
322,33,2014-04-13,Sampdoria,Inter,0,4
323,33,2014-04-13,Livorno,Chievo Verona,2,4
324,33,2014-04-13,Bologna,Parma,1,1
325,33,2014-04-13,Roma,Atalanta,3,1
326,33,2014-04-13,Milan,Catania,1,0
327,33,2014-04-13,Torino,Genoa,2,1
328,33,2014-04-13,Sassuolo,Cagliari,1,1
329,33,2014-04-13,Napoli,Lazio,4,2
330,34,2014-04-19,Juventus,Bologna,1,0
331,34,2014-04-19,Fiorentina,Roma,0,1
332,34,2014-04-19,Lazio,Torino,3,3
333,34,2014-04-19,Chievo Verona,Sassuolo,0,1
334,34,2014-04-19,Catania,Sampdoria,2,1
335,34,2014-04-19,Atalanta,Hellas Verona,1,2
336,34,2014-04-19,Genoa,Cagliari,1,2
337,34,2014-04-19,Udinese,Napoli,1,1
338,34,2014-04-19,Milan,Livorno,3,0
339,34,2014-04-19,Parma,Inter,0,2
340,35,2014-04-27,Roma,Milan,2,0
341,35,2014-04-27,Inter,Napoli,0,0
342,35,2014-04-27,Sampdoria,Chievo Verona,2,1
343,35,2014-04-27,Sassuolo,Juventus,1,3
344,35,2014-04-27,Hellas Verona,Catania,4,0
345,35,2014-04-27,Torino,Udinese,2,0
346,35,2014-04-27,Cagliari,Parma,1,0
347,35,2014-04-27,Bologna,Fiorentina,0,3
348,35,2014-04-27,Livorno,Lazio,0,2
349,35,2014-04-27,Atalanta,Genoa,1,1
350,36,2014-05-04,Juventus,Atalanta,1,0
351,36,2014-05-04,Lazio,Hellas Verona,3,3
352,36,2014-05-04,Parma,Sampdoria,2,0
353,36,2014-05-04,Fiorentina,Sassuolo,3,4
354,36,2014-05-04,Milan,Inter,1,0
355,36,2014-05-04,Napoli,Cagliari,3,0
356,36,2014-05-04,Chievo Verona,Torino,0,1
357,36,2014-05-04,Udinese,Livorno,5,3
358,36,2014-05-04,Genoa,Bologna,0,0
359,36,2014-05-04,Catania,Roma,4,1
360,37,2014-05-11,Torino,Parma,1,1
361,37,2014-05-11,Sampdoria,Napoli,2,5
362,37,2014-05-11,Hellas Verona,Udinese,2,2
363,37,2014-05-11,Atalanta,Milan,2,1
364,37,2014-05-11,Cagliari,Chievo Verona,0,1
365,37,2014-05-11,Sassuolo,Genoa,4,2
366,37,2014-05-11,Bologna,Catania,1,2
367,37,2014-05-11,Livorno,Fiorentina,0,1
368,37,2014-05-11,Inter,Lazio,4,1
369,37,2014-05-11,Roma,Juventus,0,1
370,38,2014-05-18,Udinese,Sampdoria,3,3
371,38,2014-05-18,Milan,Sassuolo,2,1
372,38,2014-05-18,Genoa,Roma,1,0
373,38,2014-05-18,Parma,Livorno,2,0
374,38,2014-05-18,Juventus,Cagliari,3,0
375,38,2014-05-18,Catania,Atalanta,2,1
376,38,2014-05-18,Fiorentina,Torino,2,2
377,38,2014-05-18,Lazio,Bologna,1,0
378,38,2014-05-18,Napoli,Hellas Verona,5,1
379,38,2014-05-18,Chievo Verona,Inter,2,1
